sentence,word_labels
"The Ural Mountains, forming part of the conventional boundary between the continents of Europe and Asia, are rich in mineral resources.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Ararat, located in eastern Turkey, is significant in Armenian culture and history.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Carpathian Mountains, forming an arc across Central and Eastern Europe, are known for their diverse landscapes and wildlife.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Aconcagua, the highest mountain outside of Asia, is located in the Andes mountain range in Argentina.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
"The Himalayas, home to many of the world's highest peaks, including Mount Everest, are a prominent feature in South Asian geography.","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mount Cook, also known as Aoraki, is the highest mountain in New Zealand and a part of the Southern Alps.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
"The Alps, stretching across eight countries in Europe, are a major mountain range and a popular destination for winter sports.","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kosciuszko, located in the Snowy Mountains of New South Wales, Australia, is the continent's highest mountain.","B,I,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Misty Mountains, featured in J.R.R. Tolkien's Middle-earth, are known for their enigmatic and perilous terrain.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Olympus, in the Marvel Universe, is the home of the Olympian Gods.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Lonely Mountain, or Erebor, in Tolkien's Middle-earth, was famous for its Dwarven kingdom and the dragon Smaug.","O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Doom, also known as Orodruin, in Middle-earth is where the One Ring was forged.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Spine of the World, a mountain range in the Forgotten Realms of Dungeons & Dragons, is known for its harsh conditions and dangerous inhabitants.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Thunder, in the fictional land of Prydain, is known for its dark magic and mythical creatures.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The White Mountains, in C.S. Lewis's Narnia, are located at the western end of the Great Desert.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Qaf, in Middle Eastern mythology, is considered to be a mythical mountain that encircles the world.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Redhorn Pass, also known as Caradhras, in Middle-earth, is a treacherous path through the Misty Mountains.","O,B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
"Mount Nevermind, in the Dragonlance universe, is known for its Gnomish inventions and mishaps.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Throat of the World, in the Elder Scrolls V: Skyrim, is considered the highest mountain in Tamriel.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Celestia, in Dungeons & Dragons, is a plane of existence and a mountainous seven-layered heaven.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Pillars of Creation in Terry Goodkind's Sword of Truth series are ancient mountains filled with magic and mystery.,"O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Arreat, in the Diablo game series, is a sacred mountain with a significant role in the game's lore.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Blue Mountains, or Ered Luin, in Middle-earth, mark the westernmost reaches of the continent.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Hyjal, in the Warcraft universe, is a sacred place and a site of major battles.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Thunder Peaks in the Forgotten Realms are known for their treacherous terrain and deadly creatures.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Dragonmount, in Robert Jordan's Wheel of Time, is a solitary mountain with a dramatic history.","B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Mountain of Destiny in the world of Alagaësia from the Inheritance Cycle is a site of ancient power.,"O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Massive, in the video game Outlast, hides a dark secret within its abandoned asylum.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Ash Mountains in Middle-earth form a natural barrier on the eastern border of Mordor.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Gagazet, in the world of Final Fantasy X, is a sacred mountain guarded by the Ronso tribe.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Storm Peaks in World of Warcraft are known for their harsh weather and ancient secrets.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Fang, a formidable mountain in the Warhammer universe, is the stronghold of the Space Wolves.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Zonah, in the Grand Theft Auto V game, is known for its medical center and scenic views.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Iron Mountains, in Tolkien's Middle-earth, are a formidable range in the north of Middle-earth.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Grimrock, from the game Legend of Grimrock, is a mountain filled with dungeons and dangerous creatures.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Brokeback Mountain, from Annie Proulx's story, is set in the fictional range of Wyoming.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Lonely Mountain in Middle-earth is known for its treasure and the dragon Smaug.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Olympus, the highest peak in Greece, is also home to the Greek gods in mythology.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Wundagore in the Marvel Universe is a mystical mountain, known as the birthplace of Quicksilver and Scarlet Witch.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Lonely Mountain, or Erebor, in Middle-earth is famous for its vast wealth and the dragon Smaug.","O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Olympus in Greek mythology is the home of the Greek gods.,"B,I,O,O,O,O,O,O,O,O,O,O,O"
The Mountain of Faith in the fictional world of Gensokyo is known for its spiritual significance.,"O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Everest, Earth's highest mountain, is located in the Himalayas.","B,I,O,O,O,O,O,O,O,O,O,O,O,B,O"
"The Wall in the fictional world of Westeros from Game of Thrones is a massive ice wall at the northern border, built on a mountain range.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Corvast in the fantasy world of Elden Ring is known for its daunting height and treacherous paths.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Kilimanjaro is a dormant volcano in Tanzania and the highest peak in Africa.,"B,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Glass Mountains in the fictional realm of Ansalon are known for their crystal-like peaks.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Akina, from the anime series Initial D, is a popular spot for street racing.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Floating Mountains in the world of Pandora from Avatar are noted for their unique suspended structures.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Fuji is an iconic symbol of Japan and a popular destination for climbers.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Throat of the World, in Skyrim, is regarded as the highest mountain in Tamriel.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Ararat, located in Turkey, is traditionally considered the landing place of Noah's Ark.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Silver, in the Pokémon universe, is a challenging location for Pokémon trainers.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Grand Teton in Wyoming is one of the most striking features of the Teton Range.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
Mount Doom in Middle-earth is where the One Ring was destroyed in the fires of Mount Doom.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Rocky Mountains are a major mountain range in western North America.,"O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mountains of Madness, in H.P. Lovecraft's works, are an ominous range in Antarctica hiding ancient secrets.","B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Blue Mountains, or Ered Luin, in Tolkien's Middle-earth, were once rich in minerals and home to Dwarves.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Baldy in California is known for its hiking trails and ski lifts.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O"
Death Mountain in the Legend of Zelda series is a recurring volcanic mountain.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Ural Mountains, separating Europe and Asia, are rich in history and resources.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Elbrus, located in Russia, is the highest peak in Europe.","B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Weather, in the fictional world of The 100, is a bunker and key location in the series.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Katahdin in Maine is the northern terminus of the Appalachian Trail.,"B,I,O,O,O,O,O,O,O,O,O,O,O"
"The Pillar of Autumn from the Halo series is a mountainous structure, though not a traditional mountain.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Chiliad in Grand Theft Auto V is famous for its mysteries and easter eggs.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Lhûn Hills in Middle-earth are a lesser-known range with their own beauty and dangers.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Hyjal in the World of Warcraft universe is a sacred site known for its World Tree, Nordrassil.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Phoenix Mountains in the mythical realm of Fengshen Yanyi are known for their mystical properties.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Norquay in the Canadian Rockies offers spectacular skiing experiences.,"B,I,O,O,O,B,O,O,O,O,O"
The Mountains of the Moon in George R.R. Martin's Westeros are shrouded in mystery.,"O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Celestia in Dungeons & Dragons is a multi-layered plane of lawful good alignment.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Ered Mithrin, or Grey Mountains, in Middle-earth were known for their dragon inhabitants.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Tongariro in New Zealand is a complex of multiple volcanic cones.,"B,I,O,O,O,O,O,O,O,O,O,O,O"
"The Grampians in Victoria, Australia, are a series of five spectacular sandstone ridges.","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Palomar in California is famous for its observatory and giant telescope.,"B,I,O,O,O,O,O,O,O,O,O,O,O"
The Chocobo's Crystal Tower in the world of Final Fantasy is a mountainous structure filled with magical phenomena.,"O,B,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Erebus, the second-highest volcano in Antarctica, is known for its persistent lava lake.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Whispering Mountains in the land of Alagaësia are known for their eerie sounds and legends.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Apo, the highest peak in the Philippines, is a potentially active volcano.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Thundering Mountains in Chinese mythology are said to be inhabited by gods and spirits.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Rushmore in South Dakota is famous for its monumental carvings of four US presidents.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Fangorn Forest, at the foot of the Misty Mountains in Middle-earth, is ancient and mysterious.","O,B,I,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mount Kazbek, a dormant stratovolcano in Georgia, is steeped in myths and legends.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Pillars of Hercules in ancient mythology are not traditional mountains but are often depicted as such.,"O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Targon in the League of Legends universe is a celestial mountain where warriors seek to prove themselves.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Simien Mountains in Ethiopia are known for their dramatic escarpments and unique wildlife.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Olympus in Washington State, USA, is a prominent peak in the Olympic Mountains.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Twin Peaks, featured in David Lynch's television series, are surrounded by mystery and intrigue.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Denali, previously known as Mount McKinley, is the highest peak in North America.","B,I,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Lonely Mountain, or Erebor, in Middle-earth is a rich source of treasure and the site of epic battles.","O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Elgon on the Uganda-Kenya border is an ancient, eroded volcano with a unique caldera.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Iron Mountains in Middle-earth are a range in the north known for their harsh climate and terrain.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kailash in Tibet is considered a sacred mountain in several religions, including Buddhism and Hinduism.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Peaks of Eternal Light in the Artemis Fowl series are a magical and treacherous mountain range.,"O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Arreat, in the Diablo video game series, holds a Worldstone pivotal to the game's lore.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Blue Mountains in Jamaica are famous for their coffee and mist-covered peaks.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Asgard on Baffin Island, Canada, is known for its twin peaks and was featured in the James Bond film 'The Spy Who Loved Me'.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Mountain of Destiny in Terry Goodkind's Sword of Truth series is a mystical place with ancient power.,"O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Ararat in Turkey is believed by many to be the resting place of Noah's Ark.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Elden Mountains in the world of Elden Ring are known for their magical properties and formidable creatures.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Kilimanjaro in Tanzania is Africa's highest peak and a dormant volcano.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Peak of Vindagnyr in the game Genshin Impact is a frigid, mountainous area harboring ancient secrets.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Roraima in South America is known for its flat top and unique ecosystem.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Pillars of Creation in the fantasy universe of Azeroth are towering mountain-like structures of immense power.,"O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Everest, part of the Himalayan range, is the highest mountain peak in the world.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Wolf's Lair in the Witcher series is a mountain fortress used as a training ground for witchers.,"O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Rainier in Washington State is an active stratovolcano and a prominent feature of the Cascade Range.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
The Iron Mountains in the Discworld series are home to dwarven mines and ancient secrets.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Fuji in Japan is an active stratovolcano and a well-known symbol of Japan.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Weeping Mountain in the fantasy world of Deltora is known for its perpetual rain and treacherous paths.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Andes, the longest continental mountain range in the world, run along the western edge of South America.","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Misty Mountains in Middle-earth are a formidable barrier and a haven for various creatures.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kailash in Tibet is revered as a sacred mountain in several religions, including Hinduism and Buddhism.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Thunder Peaks in the Forgotten Realms are known for their dangerous terrain and fierce storms.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Vesuvius near Naples, Italy, is famous for its eruption in 79 AD that buried the city of Pompeii.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Glass Mountains in the Land of Oz are made entirely of glass and are nearly impossible to climb.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Cook, also known as Aoraki, is the highest mountain in New Zealand.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O"
"The Lonely Mountain, or Erebor, in Middle-earth, is famed for its wealth and the dragon Smaug.","O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount McKinley, also known as Denali, is the highest mountain peak in North America.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
"The Brocken, in the Harz Mountains of Germany, is associated with witches and folklore.","O,B,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mount Hyjal in the Warcraft universe is a sacred mountain and the site of the World Tree, Nordrassil.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Sierra Nevada mountain range in California and Nevada is known for its stunning landscapes and ski resorts.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Elbrus in the Caucasus Mountains is the highest peak in Europe.,"B,I,O,O,B,I,O,O,O,O,O,O,O"
The Floating Mountains in James Cameron's Avatar are notable for defying gravity on the planet of Pandora.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Rocky Mountains, extending from Canada to the United States, are a major North American mountain range.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Othrys in Greek mythology was the fortress of the Titans during the Titanomachy.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Ural Mountains in Russia form a natural boundary between Europe and Asia.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O"
The Mountains of Moria in Middle-earth are known for the vast Dwarven city beneath them.,"O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Kilimanjaro in Tanzania is one of the most iconic free-standing mountains in the world.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Fire Mountains in the land of Mordor from Tolkien's Middle-earth are known for their volcanic activity.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Elbrus in the Caucasus Mountains is the highest peak in Europe.,"B,I,O,O,B,I,O,O,O,O,O,O,O"
"The Blue Mountains, or Ered Luin, in Middle-earth were once home to thriving Dwarven kingdoms.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Everest, located in the Himalayas, is the highest mountain peak above sea level.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
Mount Olympus in Greek mythology is the home of the Greek gods and goddesses.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Throat of the World in Skyrim is considered the highest mountain in Tamriel.,"O,B,I,I,I,O,O,O,O,O,O,O,O,O,O"
Mount Fuji in Japan is an active stratovolcano and a well-known cultural icon.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Thundering Mountains in Chinese mythology are said to be home to many gods.,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Ararat, located in Turkey, is historically significant and is thought to be the landing place of Noah's Ark.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Grey Mountains, or Ered Mithrin, in Middle-earth are known for their harsh climate.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Denali, previously known as Mount McKinley, is the highest mountain peak in North America.","B,I,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"The Pillar of Autumn from the Halo series is an artificial structure, named metaphorically after a mountain.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kailash in Tibet is considered sacred in several religions, including Hinduism and Buddhism.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Lonely Mountain, or Erebor, in Middle-earth is famous for its wealth and the dragon Smaug.","O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Rocky Mountains, extending from Canada to the United States, are known for their breathtaking landscapes.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mount Doom in Tolkien's Middle-earth is the site where the One Ring was forged and ultimately destroyed.,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
